,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW38,GW37,GW36,GW35**,GW35*,GW35,GW34,GW33,GW32*,GW32,GW31,GW30,GW29,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
278,Jeff Hendrick,Newcastle,3,2.6052631578947367,4.5,38,22,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.3,0.0,,12.0,,0.0,,0.0,,0.0,0.3,3.0,15.7,11.8,12.8,0.2,16.7,0.0,0.0,0.0,0.0,1.6,0.0,,1.2,0.0,0.6,1.2,0.8,1.6,2.2,0.7,1.9,13.4
279,Pablo Hernandez Dominguez,Leeds,3,2.5763157894736843,6.11875,38,16,13.4,0.0,0.0,,,0.0,0.8,0.0,,1.7,0.0,0.0,0.0,0.0,,0.0,,1.4,0.1,0.7,,0.0,0.0,1.8,0.0,0.0,,2.8,,22.5,1.6,2.6,0.0,21.9,0.0,0.0,0.0,0.0,0.0,9.2,11.7,2.8,0.0,0.0,0.0,2.9
280,Moussa Djenepo,Southampton,3,2.5710526315789464,3.618518518518517,38,27,0.0,15.8,0.0,,0.0,0.3,0.0,,,2.4,0.3,0.1,,1.8,0.8,0.0,,2.3,0.3,0.1,,0.8,0.0,0.4,1.0,0.0,,0.0,,0.1,2.0,0.0,0.8,14.3,0.0,0.8,11.5,22.6,12.0,0.0,0.0,0.0,0.8,3.0,3.1,0.3
281,Jay Rodriguez,Burnley,4,2.563157894736842,3.1419354838709674,38,31,0.2,0.0,0.8,,,0.4,0.3,0.4,,0.5,0.0,0.3,,0.1,,0.0,0.0,5.5,,1.7,13.0,14.8,0.0,1.2,0.5,1.8,0.0,0.8,0.3,,0.0,1.0,0.8,11.7,1.1,2.8,1.6,11.8,0.1,11.1,1.3,0.3,0.0,0.0,11.2,
282,Edward Nketiah,Arsenal,4,2.5605263157894735,5.723529411764706,38,17,0.0,0.0,,,0.0,0.0,0.0,25.7,,12.8,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.3,21.8,0.0,10.8,0.0,0.0,20.9,0.3,0.5,0.5,3.0,0.1,0.1,0.0
283,Tyrone Mings,Aston Villa,2,2.560526315789473,2.7027777777777775,38,36,0.0,0.1,0.0,,0.3,0.3,0.4,11.7,,0.7,0.3,15.3,0.3,0.2,,0.3,2.0,0.3,,1.0,,0.3,0.3,0.9,0.3,0.0,0.3,0.1,,0.2,0.0,0.2,11.7,20.5,1.7,,0.5,1.3,0.7,0.8,10.6,0.5,0.3,0.2,12.7,
284,Adam Webster,Brighton,2,2.5421052631578944,3.3310344827586205,38,29,1.3,1.4,0.5,,,0.2,0.9,1.6,,1.1,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,10.5,0.5,1.4,1.5,,1.0,1.1,12.7,2.5,2.3,3.7,11.8,0.0,1.5,0.8,0.3,1.4,2.8,1.8,13.4,5.0,0.8,1.0,11.8
285,Raul Jimenez,Wolves,4,2.531578947368421,9.620000000000001,38,10,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,24.4,5.6,14.9,25.8,4.5,3.1,7.2,1.9,8.5
286,Ruben Santos Gato Alves Dias,Man City,2,2.5277777777777777,2.84375,36,32,0.7,0.3,0.0,,,10.8,0.0,,,1.3,0.0,3.4,,1.3,1.2,17.3,2.2,2.1,,3.0,12.5,0.0,0.7,2.0,2.3,1.5,0.7,3.7,2.7,0.4,,2.3,0.8,4.8,0.8,2.6,1.1,2.1,0.7,0.6,1.8,2.8,0.5,,,
287,Moussa Sissoko,Spurs,3,2.4868421052631575,3.7799999999999994,38,25,0.0,0.0,0.5,,,0.0,0.0,,0.0,2.2,0.4,0.0,1.1,0.3,,0.8,0.6,0.0,,0.0,,2.3,0.0,13.3,18.7,0.0,,0.0,4.1,0.9,,1.0,4.4,1.1,3.3,0.9,0.9,1.7,2.3,2.2,2.3,12.0,12.9,0.0,0.0,4.3
288,Nathaniel Clyne,Crystal Palace,2,2.479411764705883,6.484615384615386,34,13,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,30.4,0.7,1.4,2.3,0.0,,0.0,0.0,0.0,0.7,0.0,5.7,0.0,0.9,15.3,5.5,3.6,0.6,16.8,0.4,0.0,,,,
289,Ben Godfrey,Everton,2,2.4794117647058824,2.7193548387096773,34,31,0.3,11.1,1.3,,0.2,13.2,0.1,0.2,,1.3,0.8,0.2,,1.3,,0.8,0.9,0.4,,0.1,0.9,1.2,0.6,10.8,0.0,0.8,,,1.4,5.7,,2.3,5.5,1.6,1.0,2.5,1.1,4.8,0.0,0.0,1.5,10.4,,,,
290,Jacob Ramsey,Aston Villa,3,2.4783783783783786,4.168181818181818,37,22,0.0,0.0,13.2,,1.0,0.6,0.0,0.9,,14.5,0.5,1.6,0.0,26.7,,0.3,4.5,11.7,,2.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,0.4,0.0,0.0,0.0,0.0,12.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
291,Javier Manquillo,Newcastle,2,2.4605263157894735,7.192307692307692,38,13,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.3,1.6,0.3,,0.0,,0.0,,0.0,,0.0,0.6,12.1,1.7,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.3,11.3,0.0,0.0,0.0,0.0,4.3,1.8,3.6,19.7
292,Cengiz Under,Leicester,3,2.4305555555555554,9.722222222222221,36,9,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,5.6,,0.0,,0.0,0.0,0.0,0.4,11.6,0.0,0.0,,0.0,0.0,0.0,0.0,3.1,0.0,0.0,25.3,6.1,0.0,20.8,11.3,0.0,3.3,0.0,,
293,Federico Fernandez,Newcastle,2,2.4026315789473682,3.8041666666666667,38,24,0.0,10.3,0.0,,,10.0,0.6,0.8,,0.2,14.3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,15.3,0.8,0.8,0.1,0.0,0.0,,0.2,0.4,0.6,10.4,1.2,0.3,0.0,10.4,0.2,0.1
294,Gary Cahill,Crystal Palace,2,2.3710526315789466,4.504999999999998,38,20,0.1,10.2,30.9,,0.0,10.5,0.0,0.0,,,0.1,0.6,,0.1,,0.4,0.6,0.2,,0.0,,0.0,0.4,0.3,0.0,0.8,,0.3,0.0,0.0,0.0,0.0,1.3,0.0,21.4,11.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Takumi Minamino,Southampton,3,2.3666666666666667,4.8578947368421055,39,19,12.0,0.0,12.3,,14.0,0.0,1.3,,,0.0,0.0,0.0,,11.3,0.0,13.0,,0.0,0.7,4.3,,2.9,5.9,0.0,0.0,0.0,0.6,0.0,,0.0,0.0,0.0,3.8,0.0,3.8,0.0,4.8,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.0
296,Dwight Gayle,Newcastle,4,2.3526315789473684,4.966666666666667,38,18,11.0,0.8,0.0,,,0.0,0.0,10.3,,0.0,4.5,12.6,0.0,19.8,,11.6,,0.0,,1.1,,0.3,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.5,1.2,13.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Mark Noble,West Ham,3,2.3315789473684205,4.219047619047618,38,21,0.0,0.0,0.0,,,0.0,0.0,13.3,,31.0,2.1,1.2,0.6,2.3,,0.0,,0.0,,0.0,,1.5,0.8,0.0,0.8,0.1,0.3,0.0,,0.0,0.0,16.9,3.9,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.5,0.0,12.2
298,Oluwasemilogo Adesewo Ibidapo Ajayi,West Brom,2,2.323684210526316,2.6757575757575762,38,33,0.5,10.4,10.1,,,10.9,10.3,0.0,,0.1,0.0,0.3,,0.0,,0.0,0.0,0.0,,0.0,,0.1,0.3,0.2,14.2,0.4,0.8,10.3,,0.5,0.2,0.3,0.6,0.0,11.9,0.9,0.8,0.6,1.2,1.0,0.6,0.0,0.0,0.0,0.3,0.5
299,Michael Keane,Everton,2,2.3105263157894735,2.5085714285714285,38,35,0.3,0.1,21.1,,0.1,0.1,0.0,0.0,,0.2,0.7,0.8,,11.8,,0.1,0.3,0.2,,0.1,0.3,2.2,10.3,0.0,0.4,0.1,,,0.9,0.0,,10.4,0.9,0.0,0.1,0.8,0.2,1.3,0.3,1.2,0.4,10.2,0.4,0.4,11.0,0.1
300,Emil Krafth,Newcastle,2,2.307894736842105,5.48125,38,16,0.4,1.3,0.0,,,0.3,0.0,0.0,,0.0,0.0,28.7,0.0,0.7,,1.0,,1.2,,21.0,,2.0,0.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,2.8,,0.0,0.0,0.0,0.0,0.0,11.1,15.8,0.0,0.0,0.0
301,James McCarthy,Crystal Palace,3,2.2947368421052627,5.449999999999999,38,16,11.1,24.8,2.3,,0.0,0.0,0.0,0.1,,,1.8,0.0,,0.0,,0.0,14.3,0.0,,0.0,,0.0,0.0,0.0,3.1,0.0,,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,13.9,1.3,8.8
302,Nathan Tella,Southampton,3,2.263157894736842,4.777777777777778,38,18,1.4,23.4,10.5,,0.0,21.6,0.2,,,20.1,0.0,0.0,,0.3,1.7,0.6,,1.7,1.7,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.3,0.0,0.0
303,Jack Stephens,Southampton,2,2.2526315789473683,4.7555555555555555,38,18,0.0,22.3,1.5,,2.0,1.6,0.9,,,0.0,0.0,0.0,,0.0,3.6,0.0,,0.0,0.0,0.0,,0.0,2.6,0.0,0.8,1.0,,0.3,,10.0,11.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.1,0.0,0.0,0.0,0.0,0.8,1.1
304,Thiago Thiago,Chelsea,2,2.2342105263157888,3.691304347826086,38,23,11.5,1.3,,,3.3,0.0,1.6,0.7,,0.0,0.0,11.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.4,0.8,3.8,1.4,13.9,,0.8,0.0,0.4,0.9,0.8,1.2,11.3,1.8,0.0,1.0,1.0,0.7,0.0,12.4,2.9,0.0,0.0
305,Antonio Rudiger,Chelsea,2,2.2052631578947373,4.4105263157894745,38,19,2.0,2.0,,,0.0,2.3,0.0,2.4,,4.5,12.8,0.0,,13.1,,0.0,0.4,2.0,,3.9,,0.5,1.3,10.8,2.3,3.3,1.8,16.3,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Conor Hourihane,Aston Villa,3,2.1815789473684206,20.724999999999994,38,4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.6,1.6,0.0,0.0,0.0,0.0,0.0,40.1,37.6,
307,Kyle Bartley,West Brom,2,2.1657894736842103,2.7433333333333327,38,30,0.0,10.9,0.3,,,0.0,1.8,0.3,,0.3,20.7,0.2,,0.7,,10.6,10.4,0.3,,0.2,,10.2,0.4,0.2,0.1,0.0,0.3,10.3,,0.1,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.3
308,Eric Dier,Spurs,2,2.163157894736842,2.9357142857142855,38,28,0.0,0.5,10.5,,,0.8,0.3,,1.3,12.2,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,,22.0,,10.3,0.0,0.1,0.0,0.6,,0.2,0.9,0.3,,0.3,5.3,0.0,1.3,0.2,10.6,0.0,0.3,0.3,0.8,0.0,0.3,1.7,0.3,0.7
309,Andreas Christensen,Chelsea,2,2.1289473684210525,4.758823529411764,38,17,0.0,0.0,,,0.0,0.3,1.5,13.5,,13.1,0.0,10.4,,11.0,,14.0,0.3,10.9,,0.0,,0.3,0.8,0.3,0.0,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.8,0.3,0.7
310,Andriy Yarmolenko,West Ham,3,2.113157894736842,5.3533333333333335,38,15,0.0,0.0,0.0,,,2.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.5,0.0,1.3,0.0,12.3,10.0,,10.3,6.9,16.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,10.3,0.6,0.0,0.0,4.7,1.6
311,John Stones,Man City,2,2.1,3.627272727272727,38,22,1.2,0.6,0.0,,,0.0,0.0,,,0.8,20.5,0.0,,1.8,0.0,3.3,0.0,2.3,,3.4,0.0,2.2,0.7,6.7,0.0,4.8,1.0,4.1,3.8,1.1,,4.8,0.8,0.0,1.3,2.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
312,Tosin Adarabioyo,Fulham,2,2.0617647058823527,2.124242424242424,34,33,10.9,0.0,0.9,,,0.4,1.4,,,0.3,0.0,0.0,0.8,0.6,,10.0,0.8,10.8,,0.8,0.1,0.7,0.8,1.8,0.8,0.5,0.5,0.3,0.8,,,0.6,11.1,0.7,10.3,0.3,0.0,1.3,0.3,0.4,1.1,0.0,,,,
313,Aymeric Laporte,Man City,2,2.052631578947368,4.874999999999999,38,16,0.0,0.0,0.0,,,1.6,22.8,,,0.5,0.0,3.2,,2.0,0.8,0.0,4.8,0.0,,0.0,1.8,1.0,0.0,5.0,6.1,1.9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.2,11.4,0.0,0.0,0.7,0.0,0.0,
314,Harry Winks,Spurs,3,2.0421052631578944,5.173333333333333,38,15,5.8,3.1,11.8,,,0.0,2.6,,0.2,0.0,0.0,0.0,0.0,0.0,,3.8,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,13.2,11.3,,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,16.9,1.0,2.3
315,Erik Pieters,Burnley,2,2.0263157894736836,3.8499999999999988,38,20,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,15.1,0.3,,0.8,,1.1,0.0,0.0,,0.0,0.0,11.6,3.9,0.9,1.0,21.3,0.2,2.1,1.0,,0.9,2.7,0.5,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.7,
316,Tyrick Mitchell,Crystal Palace,2,2.021052631578947,4.042105263157894,38,19,0.6,1.1,19.7,,1.0,1.9,1.5,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.3,,0.0,1.9,0.0,0.0,2.9,,0.3,26.3,6.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.9,1.3,6.9,1.2,0.7
317,Aboubakar Kamara,Fulham,3,2.021052631578947,6.981818181818181,38,11,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.5,10.6,,,0.0,0.0,0.3,0.8,0.3,0.0,0.0,0.0,0.0,1.3,0.0,0.8,37.4,2.0,1.8
318,Keinan Davis,Aston Villa,4,2.018421052631579,5.113333333333333,38,15,0.0,0.0,0.0,,21.8,10.4,0.0,1.3,,0.5,0.0,14.3,10.6,0.0,,0.1,1.8,0.0,,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,0.0,,0.0,0.3,0.0,0.0,1.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,
319,Rob Holding,Arsenal,2,2.002631578947368,2.536666666666666,38,30,1.3,1.6,,,4.8,0.5,0.0,2.7,,3.5,0.7,0.3,0.0,0.0,,0.0,,0.0,,0.8,,0.0,12.4,1.8,1.2,0.3,,1.2,22.5,10.3,0.3,0.0,1.3,0.2,0.6,3.2,0.9,0.1,1.3,0.7,0.0,0.0,0.0,0.1,0.3,1.2
320,Kean Bryan,Sheffield Utd,2,1.9827586206896555,4.423076923076923,29,13,0.0,0.0,0.0,,,0.4,0.0,0.2,,11.8,0.0,0.0,,0.6,,1.3,0.1,15.0,,10.6,,0.0,0.7,0.0,0.0,1.3,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,14.9,,,,,,,,,
321,Jan Bednarek,Southampton,2,1.9736842105263155,2.083333333333333,38,36,0.8,0.0,0.0,,1.3,0.3,0.1,,,0.4,0.2,10.8,,1.4,0.9,0.4,,1.2,11.4,0.5,,0.3,2.0,0.0,0.3,0.7,,0.8,,0.0,11.3,0.5,1.0,1.9,10.8,0.5,0.4,0.2,0.2,0.0,0.0,10.8,0.7,0.1,1.5,1.3
322,Aaron Connolly,Brighton,4,1.9500000000000002,4.358823529411765,38,17,10.8,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.4,,0.0,,0.0,1.6,0.6,1.3,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.1,12.0,0.0,0.0,0.0,0.0,10.3,0.3,12.1,11.3,0.3
323,Jake Livermore,West Brom,3,1.9131578947368417,4.038888888888888,38,18,0.0,0.0,0.1,,,0.0,0.0,0.0,,0.0,0.0,0.1,,0.0,,0.0,0.0,0.0,,0.0,,0.3,0.0,1.3,4.7,1.2,0.3,10.5,,0.0,0.0,0.0,1.1,10.5,0.0,0.0,0.0,0.0,1.2,14.7,1.4,1.3,0.5,10.8,1.4,11.3
324,Jayden Bogle,Sheffield Utd,2,1.9131578947368417,4.543749999999999,38,16,0.0,3.1,0.0,,,0.0,0.5,1.3,,0.5,0.0,1.1,,0.0,,1.8,0.0,0.0,,0.5,,2.7,3.1,13.3,0.8,0.3,,1.4,24.0,18.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Kurt Zouma,Chelsea,2,1.9105263157894736,3.025,38,24,0.0,0.1,,,16.1,0.3,3.8,0.0,,1.3,0.5,2.1,,0.0,,1.3,0.0,0.0,,1.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2,0.0,0.6,0.6,0.4,22.2,0.7,2.3,2.2,0.8,0.3,11.3,0.7,2.2,0.0,0.2,0.2
326,Ben Mee,Burnley,2,1.884210526315789,2.386666666666666,38,30,0.0,0.3,20.9,,,10.3,0.3,0.1,,0.0,0.3,0.8,,0.0,,0.7,0.5,0.4,,1.1,0.0,10.4,0.8,0.0,0.1,0.2,0.0,1.7,10.1,,0.4,10.6,0.5,0.2,0.3,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
327,Ian Carlo Poveda-Ocampo,Leeds,3,1.881578947368421,5.107142857142857,38,14,0.0,0.0,0.3,,,0.0,12.1,0.7,,10.9,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.9,,1.1,0.0,0.8,0.0,0.0,0.0,0.4,10.5,14.6,0.0,2.1,0.0,0.8,14.5,0.8,0.0,0.0
328,Karlan Grant,West Brom,4,1.8764705882352941,3.038095238095238,34,21,0.2,0.3,0.0,,,0.0,0.0,0.0,,0.6,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.8,0.8,2.4,1.2,0.0,0.0,,0.0,1.3,0.8,6.4,2.2,1.8,2.7,11.8,0.8,3.9,1.6,10.8,12.4,,,,
329,Dara O'Shea,West Brom,2,1.8736842105263163,2.5428571428571436,38,28,0.8,0.0,0.0,,,0.0,0.4,0.0,,0.5,0.2,0.0,,1.0,,0.7,10.7,0.1,,0.1,,0.0,0.0,5.5,0.0,0.0,1.5,1.1,,12.2,0.2,0.2,0.1,0.1,1.8,11.4,0.0,0.0,10.7,0.0,0.0,0.0,11.0,0.0,0.3,0.6
330,Billy Sharp,Sheffield Utd,4,1.7921052631578946,4.25625,38,16,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.3,,0.3,0.0,0.3,,13.8,,18.7,0.8,2.7,11.3,1.3,,0.0,10.4,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.1,0.0,3.0
331,Paul Dummett,Newcastle,2,1.7921052631578946,4.54,38,15,10.5,0.8,4.0,,,0.3,0.8,4.1,,0.2,1.1,0.9,11.8,30.6,,0.9,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Max Kilman,Wolves,2,1.7736842105263155,3.744444444444444,38,18,0.0,1.3,0.0,,,0.7,0.3,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.6,13.0,12.2,0.1,,0.0,0.0,0.7,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.2,1.3,1.0,2.9,10.3,21.9,0.0,0.0,0.0
333,Hal Robson-Kanu,West Brom,4,1.7552631578947366,3.5105263157894733,38,19,0.6,27.1,11.1,,,0.3,0.0,0.0,,0.3,0.2,0.0,,1.8,,0.3,12.8,0.0,,0.0,,0.0,0.0,0.3,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.1
334,Pascal Struijk,Leeds,2,1.7447368421052631,2.4555555555555553,38,27,10.6,10.6,0.7,,,0.1,10.8,0.0,,0.5,0.1,0.0,0.3,0.3,,0.0,,2.6,0.1,0.3,,0.8,0.3,0.8,0.6,0.0,,7.8,,0.5,1.0,0.1,1.9,0.0,0.0,0.0,0.0,0.0,13.4,0.0,1.5,0.5,0.0,0.0,0.0,0.1
335,Kieran Gibbs,West Brom,2,1.713157894736842,6.51,38,10,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,19.7,0.8,27.2,1.1,,0.0,0.0,0.1,0.7,0.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.7
336,Percy Tau,Brighton,3,1.7047619047619047,11.933333333333332,21,3,0.0,0.0,24.3,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.1,11.4,,,,,,,,,,,,,,,,,
337,Ben Johnson,West Ham,2,1.6763157894736842,4.55,38,14,0.0,0.0,0.0,,,0.0,0.0,0.3,,44.8,0.0,0.3,0.0,0.8,,0.0,,1.3,,0.0,,12.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
338,Ki-Jana Hoever,Wolves,2,1.658333333333333,4.974999999999999,36,12,0.0,0.0,10.8,,,6.3,0.0,0.0,,0.0,0.0,0.2,,0.0,,0.0,1.9,0.8,,0.0,,0.0,1.5,0.0,1.8,0.5,,0.0,1.8,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,,
339,Amad Diallo,Man Utd,3,1.642105263157895,10.4,19,3,17.0,0.4,,0.0,13.8,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
340,Fernando Marcal,Wolves,2,1.6236842105263158,4.746153846153846,38,13,10.8,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,10.0,,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.6,0.0,12.9,2.2,2.0,2.9,0.0,5.1,0.0,11.0,0.0,0.0,0.0,0.3,1.5
341,Donny van de Beek,Man Utd,3,1.5368421052631576,3.073684210526315,38,19,2.7,0.0,,0.0,1.8,0.0,,0.3,,10.3,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,1.1,0.0,2.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.1,0.0,2.9,3.9,0.7,0.0,4.9,0.0,12.3,0.8,0.1,3.3,
342,Angelo Ogbonna,West Ham,2,1.4842105263157892,2.014285714285714,38,28,0.0,0.1,1.2,,,0.0,0.0,0.6,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.3,0.8,0.3,0.3,0.3,0.8,,0.3,0.4,0.1,0.5,0.7,24.4,10.0,0.0,0.3,0.3,0.2,0.0,11.7,0.0,0.2,0.5,1.1
343,Robert Snodgrass,West Brom,3,1.473684210526316,5.090909090909092,38,11,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.1,,0.0,1.6,0.0,,0.0,,2.2,19.8,11.8,1.8,15.2,0.0,1.7,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
344,Morgan Sanson,Aston Villa,3,1.44,3.1999999999999997,20,9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.7,18.2,1.6,,2.1,1.8,0.2,,0.3,,0.5,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,
345,Diego Llorente,Leeds,2,1.4166666666666663,3.399999999999999,36,15,0.0,0.0,0.8,,,0.3,11.0,0.3,,0.7,0.3,0.4,11.4,0.2,,13.7,,10.7,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
346,Robin Koch,Leeds,2,1.3736842105263156,3.0705882352941174,38,17,0.0,0.0,0.0,,,1.1,1.8,0.3,,0.0,0.0,0.0,0.1,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.0,11.5,1.4,0.3,0.8,0.8,0.3,0.3,0.2
347,Gabriel Magalhaes,Arsenal,2,1.3421052631578945,2.2173913043478257,38,23,1.5,4.4,,,0.8,12.3,1.2,0.0,,5.8,0.0,0.4,0.0,0.5,,0.0,,0.0,,0.0,,0.3,1.2,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.3,2.9,1.7,0.2,0.8,0.2,2.3,0.4,2.3,0.0,0.7,0.3
