,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
396,Yan Valery,Southampton,Defender,0.5750000000000001,8.05,28,2,,,9.485122111211592,0.0,15.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,1.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Leo Fuhr Hjelde,Leeds,Defender,0.5565217391304348,6.4,23,2,6.080193038108933,,7.84176527929842,0.0,0.0,,0.0,0.0,0.0,,1.8,0.0,,0.0,,11.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
398,Christian Kabasele,Watford,Defender,0.55,2.2,28,7,,,1.8292952662568063,4.8,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10.3,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
399,Nicolas Nkoulou,Watford,Defender,0.535,3.566666666666667,20,3,,,3.848142163074039,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.3,10.4,0.0,0.0,,,,,,,,
400,Ibrahima Konate,Liverpool,Defender,0.525,1.8375000000000001,28,8,,1.8100469842246667,0.0,,1.3,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,3.4,0.0,,1.7,2.7,0.0,0.0,0.0,0.3,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
401,Luke Cundle,Wolves,Midfielder,0.5214285714285715,7.300000000000001,28,2,8.192347886974863,,7.541057877398911,0.0,0.0,,0.0,0.0,0.0,,14.6,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Federico Fernandez,Newcastle,Defender,0.5111111111111112,1.9714285714285718,27,7,,2.142328367499424,1.4792654243163514,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,13.1,0.3
403,Jamal Lewis,Newcastle,Defender,0.5111111111111111,2.76,27,5,,2.317842959808068,1.6004572415017848,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,11.2,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
404,William Smallbone,Southampton,Midfielder,0.5071428571428571,14.2,28,1,,,17.386632264888558,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Dwight Gayle,Newcastle,Forward,0.5037037037037038,3.4000000000000004,27,4,,3.509175571993676,2.423065562803923,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,0.0,0.0,0.0,0.0,0.0
406,William Troost-Ekong,Watford,Defender,0.5035714285714284,0.8812499999999998,28,16,,,0.7924576380058038,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.2,0.4,10.4,0.6,0.3,0.4,0.3,1.0,0.0
407,Pablo Mari,Arsenal,Defender,0.49200000000000005,6.15,25,2,7.894697502813627,5.687811468627092,10.097337429483236,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.3
408,Aaron Connolly,Brighton,Forward,0.4678571428571429,3.2750000000000004,28,4,,3.320863606758067,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.3,,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.1,0.0
409,Reiss Nelson,Arsenal,Midfielder,0.46399999999999997,11.6,25,1,11.110692742599031,8.004806464493925,14.210603212770293,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
410,Dale Stephens,Burnley,Midfielder,0.45925925925925926,6.2,27,2,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.0,0.0,,,,0.0,0.4,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Taylor Richards,Brighton,Midfielder,0.4571428571428572,6.4,28,2,,6.3828907929993175,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
412,Jeff Hendrick,Newcastle,Midfielder,0.4481481481481482,4.033333333333334,27,3,,7.666087962590998,5.293389675862422,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3,0.0,0.0,0.0
413,Kasper Schmeichel,Leicester,Goalkeeper,0.44799999999999995,0.44799999999999995,25,25,0.3850711508995592,,0.35732157740398457,,10.0,,0.0,,0.1,,1.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Marcus Forss,Brentford,Forward,0.43103448275862066,1.7857142857142858,29,7,2.0068371624366144,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3
415,Neco Williams,Liverpool,Defender,0.3964285714285714,11.1,28,1,,9.159932007290314,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Ryan Fredericks,West Ham,Defender,0.38571428571428573,2.7,28,4,2.3588548151512447,,2.207298854260804,,0.0,,0.0,,10.5,,0.2,0.0,,0.1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Finley Stevens,Brentford,Defender,0.38148148148148153,10.3,27,1,12.602678975706679,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,10.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
418,Troy Deeney,Watford,Forward,0.3785714285714286,5.300000000000001,28,2,,,5.543427719910444,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.3
419,Evan Ferguson,Brighton,Forward,0.3692307692307692,4.8,13,1,,3.827381934963878,0.0,,0.0,,0.0,,4.8,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,
420,Alisson Ramses Becker,Liverpool,Goalkeeper,0.35714285714285715,0.38461538461538464,28,26,,0.26869373262438195,0.0,,0.0,,,0.0,10.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Ben Foster,Watford,Goalkeeper,0.35714285714285715,0.5882352941176471,28,17,,,0.5830538612920709,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Alex McCarthy,Southampton,Goalkeeper,0.35714285714285715,0.6666666666666666,28,15,,,0.6075295244493956,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Jacob Sørensen,Norwich,Defender,0.33571428571428574,1.5666666666666667,28,6,,,1.7877619811463825,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.3,,0.8,,0.0,0.7,0.0,,2.3,0.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Tom Davies,Everton,Midfielder,0.32,1.6,25,5,,1.8036432585955924,1.5125630672291694,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.5,0.0,0.3,0.8,3.1,0.0,0.0,0.0,0.0
425,Samir Caetano de Souza Santos,Watford,Defender,0.31999999999999995,0.31999999999999995,10,10,,,0.3141413464410939,0.3,0.4,,0.0,1.3,0.0,,0.3,0.1,0.3,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,
426,Bertrand Traore,Aston Villa,Midfielder,0.2740740740740741,1.2333333333333334,27,6,1.2111814899573836,,1.37878983358043,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,3.9,,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,1.2,0.0,0.0,1.6
427,Mason Holgate,Everton,Defender,0.23199999999999996,0.4142857142857142,25,14,,0.5051288205948542,0.4236088231880871,,1.4,,0.1,,0.4,,0.0,0.6,,0.3,,0.0,,0.8,,,,0.1,0.8,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
428,Kortney Hause,Aston Villa,Defender,0.21851851851851853,0.8428571428571429,27,7,0.7761907662393819,,0.8836032801719252,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,3.7,,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,1.2,0.0,0.0,0.1,0.0,0.0
429,Andrew Omobamidele,Norwich,Defender,0.20357142857142857,1.1400000000000001,28,5,,,1.2726880783796535,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,3.3,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
430,Toti Antonio Gomes,Wolves,Defender,0.2,0.9,9,2,1.0282917236969498,,0.9465427384471595,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.6,,0.2,,,,,,,,,,,,,,,,,,,,,,
431,Shane Long,Southampton,Forward,0.1964285714285714,0.7857142857142856,28,7,,,0.8823317390479428,0.3,0.0,,0.0,,0.3,,0.0,0.6,,0.0,,0.0,,0.0,3.6,0.0,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
432,Angelo Ogbonna,West Ham,Defender,0.18928571428571428,0.4818181818181818,28,11,0.46694770452775025,,0.43694640576585453,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.3,1.0,0.3,0.5,0.8,0.2,0.9
433,Jesurun Rak-Sakyi,Crystal Palace,Midfielder,0.17857142857142858,5.0,28,1,,,3.7216479720307505,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
434,Samuel Kalu,Watford,Midfielder,0.15555555555555556,0.7,9,2,,,0.7435056355504662,0.3,1.1,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
435,Yerry Mina,Everton,Defender,0.152,0.38,25,10,,0.42479767260844026,0.3562418829612369,,0.0,,0.0,,0.0,,0.0,0.3,,1.6,,0.3,,0.0,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.3,0.0,0.1,0.0
436,Folarin Balogun,Arsenal,Forward,0.148,1.8499999999999999,25,2,2.373198342543484,1.7097937882021335,3.0353264888504747,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.4
437,Divock Origi,Liverpool,Forward,0.1464285714285714,0.82,28,5,,0.7262279370218983,0.0,,0.0,,,0.1,0.4,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Mark Noble,West Ham,Midfielder,0.1392857142857143,0.78,28,5,0.7895817304725874,,0.7388512585950135,,0.6,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,3.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Rob Holding,Arsenal,Defender,0.136,0.42500000000000004,25,8,0.390301222333189,0.2811963052181167,0.499196218681389,,0.0,,,0.0,0.0,,,0.0,,2.1,,,,0.1,,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
440,Tyler Morton,Liverpool,Midfielder,0.12631578947368421,1.2,19,2,,1.099510465638373,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,
441,Bali Mumba,Norwich,Defender,0.11785714285714285,3.3,28,1,,,7.350430579447991,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0
442,Hamza Choudhury,Leicester,Midfielder,0.11199999999999999,0.5599999999999999,25,5,0.6332786413030072,,0.5876423682169479,,0.4,,0.0,,0.0,,0.0,0.0,,0.0,,0.3,,,0.4,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
443,Lewis Bate,Leeds,Midfielder,0.1,1.8,18,1,1.705342291355841,,2.1994193088699516,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.8,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
444,Phil Jones,Man Utd,Defender,0.08823529411764706,1.5,17,1,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.5,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
445,Jarrad Branthwaite,Everton,Defender,0.07600000000000001,0.6333333333333334,25,3,,0.7226065431902886,0.6059889970807341,,0.8,,0.0,,0.0,,0.0,0.9,,0.0,,0.0,,0.0,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,Midfielder,0.07407407407407407,2.0,27,1,1.8579639960965428,,2.1150767991562685,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Paul Dummett,Newcastle,Defender,0.07037037037037036,0.6333333333333332,27,3,,0.5843408536062937,0.4034840008043378,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.5,,1.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Harrison Ashby,West Ham,Defender,0.047619047619047616,1.0,21,1,1.108684596059323,,1.037451827428996,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
449,Lewis Dobbin,Everton,Forward,0.045,0.3,20,3,,0.3417540467555718,0.28660021694150994,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,,
450,Jurgen Locadia,Brighton,Forward,0.044000000000000004,1.1,25,1,,0.9524839566139486,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
451,Aaron Ramsdale,Arsenal,Goalkeeper,0.041666666666666664,0.045454545454545456,24,22,0.043229917189731376,0.031145413575621103,0.05529116989698042,,0.0,,,0.0,0.0,,,1.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
452,Dominic Thompson,Brentford,Defender,0.041379310344827586,0.6,29,2,0.9358542223834693,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Willy Boly,Wolves,Defender,0.03928571428571429,1.1,28,1,1.1165732550618865,,1.0278059058215405,1.1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Axel Tuanzebe,Man Utd,Defender,0.03793103448275863,0.12222222222222223,29,9,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.3,0.2,0.0,0.0
455,Keinan Davis,Aston Villa,Forward,0.037037037037037035,1.0,27,1,0.9278513911540949,,1.0562513345887896,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Kaide Gordon,Liverpool,Midfielder,0.03529411764705882,0.6,17,1,,0.5573891988289628,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
457,Eric Bailly,Man Utd,Defender,0.034482758620689655,0.25,29,4,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4,0.0,,,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Cameron Archer,Aston Villa,Forward,0.032,0.26666666666666666,25,3,0.24742703764109203,,0.28166702255701065,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
459,Kayky da Silva Chagas,Man City,Forward,0.03,0.3,10,1,,,0.21142407657965165,,0.0,,0.0,,0.0,,0.3,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
460,Jeremy Sarmiento,Brighton,Midfielder,0.02727272727272727,0.3,22,2,,0.2762839088679449,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
461,Morgan Gibbs-White,Wolves,Midfielder,0.024999999999999998,0.35,28,2,0.3527878788980148,,0.32474131346943014,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4
462,Mads Bidstrup,Brentford,Midfielder,0.02413793103448276,0.175,29,4,0.3114946939398107,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
463,Jean-Philippe Gbamin,Everton,Midfielder,0.024,0.19999999999999998,25,3,,0.281200805067526,0.23581933411346281,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Ellis Simms,Everton,Forward,0.01904761904761905,0.4,21,1,,0.6542222811775095,0.5486408997741788,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
465,Wesley Moraes,Aston Villa,Forward,0.018518518518518517,0.5,27,1,0.3963184334075279,,0.45116263035199555,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
466,Ashley Fletcher,Watford,Forward,0.017857142857142856,0.16666666666666666,28,3,,,0.13297560279952628,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Francisco Sierralta,Watford,Defender,0.017857142857142856,0.1,28,5,,,0.09519976408907073,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0
468,Charlie Cresswell,Leeds,Defender,0.014814814814814815,0.1,27,4,0.09474123840865784,,0.12218996160388622,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
469,Helder Wander Sousa de Azevedo e Costa,Leeds,Midfielder,0.014285714285714287,0.4,28,1,0.3945568728819548,,0.5088691044974748,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
470,Nampalys Mendy,Leicester,Midfielder,0.012,0.3,25,1,0.25406922074540306,,0.2357601043715387,,0.3,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,James McAtee,Man City,Midfielder,0.011764705882352941,0.1,17,2,,,0.07047469219321723,,0.0,,0.0,,0.0,,0.2,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
472,Dan Gosling,Watford,Midfielder,0.010714285714285714,0.3,28,1,,,0.3106030955951565,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
473,Sam Greenwood,Leeds,Forward,0.010714285714285714,0.3,28,1,0.3228637599143149,,0.416404842177061,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,David de Gea,Man Utd,Goalkeeper,0.010344827586206896,0.010344827586206896,29,29,,,0.0,,0.0,,0.0,,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Sead Kolasinac,Arsenal,Defender,0.008,0.1,25,2,0.07653941475328004,0.055143564510300544,0.09789409881044821,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Joe Rodon,Spurs,Defender,0.007407407407407408,0.2,27,1,0.2270892661536874,0.20595650002950697,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
477,Christoph Zimmermann,Norwich,Defender,0.0071428571428571435,0.2,28,1,,,0.3154841126117209,0.2,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Cenk Tosun,Everton,Forward,0.00625,0.1,16,1,,0.1827661856242166,0.15327054338272808,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,,,,
479,Stuart McKinstry,Leeds,Midfielder,0.004166666666666667,0.1,24,1,0.09758121401831878,,0.1258527436883215,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
